Tipo,Descripcion,Habitaciones,Baños,Área,Barrio,UPZ,Valor
Apartamento,Apartamento en venta en Chapinero,1,2,97,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 860.000.000
Apartamento,Apartamento en venta en Portales Del Norte,3,2,74,Portales Del Norte,Britalia,$ 353.000.000
Apartamento,Apartamento en venta en Chapinero Central,1,1,26,Chapinero Central,Localidad Chapinero resto,$ 202.000.000
Apartamento,Apartamento en venta en Portales Del Norte,3,2,89,Portales Del Norte,Britalia,$ 320.000.000
Apartamento,Apartamento en venta en Mazuren,3,3,106,Mazuren,El Prado,$ 650.000.000
Apartamento,Apartamento en venta en Santa Barbara,1,1,40,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 280.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,1,1,56,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 324.000.000
Apartamento,Apartamento en venta en Santa Barbara,1,2,66,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 453.500.000
Casa,Casa en venta en Fontibón,3,1,55,Fontibón,Fontibón,$ 166.000.000
Apartamento,Apartamento en venta en Cedritos,1,1,53,Cedritos,Usaquén,$ 255.000.000
Apartamento,Apartamento en venta en Puente Aranda,3,2,65,Puente Aranda,PUENTE ARANDA: Zona Industrial + Puente Aranda,$ 245.000.000
Apartamento,Apartamento en venta en Kennedy,3,2,60,Kennedy,Kennedy Central,$ 195.000.000
Apartamento,Apartamento en venta en Kennedy,3,2,60,Kennedy,Kennedy Central,$ 195.000.000
Apartamento,Apartamento en venta en Kennedy,3,2,60,Kennedy,Kennedy Central,$ 195.000.000
Apartamento,Apartamento en venta en Engativa,3,1,57,Engativa,Engativá,$ 249.000.000
Apartamento,Apartamento en venta en Kennedy,2,2,54,Kennedy,Kennedy Central,$ 275.000.000
Apartamento,Apartamento en venta en Santa Barbara,1,1,36,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 170.000.000
Apartamento,Apartamento en venta en Chico Reservado,1,2,59,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 550.000.000
Casa,Casa en venta en Bella Suiza,14,6,811,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 6.400.000.000
Casa,Casa en venta en Kennedy,4,2,90,Kennedy,Kennedy Central,$ 233.000.000
Apartamento,Apartamento en venta en Puente Aranda,2,2,100,Puente Aranda,PUENTE ARANDA: Zona Industrial + Puente Aranda,$ 420.000.000
Casa,Casa en venta en Suba,3,3,385,Suba,Suba,$ 990.000.000
Apartamento,Apartamento en venta en Usaquén,1,1,27,Usaquén,Usaquén,$ 435.000.000
Apartamento,Apartamento en venta en Barrios Unidos,3,2,64,Barrios Unidos,Los Andes,$ 355.000.000
Casa,Casa en venta en Barrios Unidos,6,4,184,Barrios Unidos,Los Andes,$ 1.200.000.000
Apartamento,Apartamento en venta en El Batán,1,1,47,El Batán,La Alhambra,$ 291.000.000
Apartamento,Apartamento en venta en La Calleja,2,2,92,La Calleja,USAQUÉN: Country Club + Santa Bárbara,$ 695.000.000
Apartamento,Apartamento en venta en Cedritos,2,1,52,Cedritos,Usaquén,$ 260.000.000
Apartamento,Apartamento en venta en Kennedy,3,1,54,Kennedy,Kennedy Central,$ 150.000.016
Apartamento,Apartamento en venta en Chapinero,1,2,66,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 990.000.000
Casa,Casa en venta en Engativa,6,3,260,Engativa,Engativá,$ 599.000.000
Apartamento,Apartamento en venta en Cedritos,2,1,52,Cedritos,Usaquén,$ 260.000.000
Apartamento,Apartamento en venta en Kennedy,3,1,54,Kennedy,Kennedy Central,$ 150.000.016
Apartamento,Apartamento en venta en Chapinero,1,2,66,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 990.000.000
Casa,Casa en venta en Teusaquillo,9,3,298,Teusaquillo,Teusaquillo,$ 958.000.000
Apartamento,Apartamento en venta en Kennedy,2,2,54,Kennedy,Kennedy Central,$ 276.000.000
Casa,Casa en venta en Kennedy,3,2,60,Kennedy,Kennedy Central,$ 195.000.000
Casa,Casa en venta en Restrepo,14,3,364,Restrepo,Restrepo,$ 700.000.000
Apartamento,Apartamento en venta en Engativa,2,1,48,Engativa,Engativá,$ 245.000.000
Apartamento,Apartamento en venta en Chapinero,2,1,50,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 175.000.000
Apartamento,Apartamento en venta en Chapinero,2,1,79,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 420.000.000
Apartamento,Apartamento en venta en La Candelaria,2,2,52,La Candelaria,La Candelaria,$ 300.000.000
Apartamento,Apartamento en venta en El Batán,3,3,127,El Batán,La Alhambra,$ 800.000.000
Casa,Casa en venta en Chapinero,3,3,107,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 380.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,1,2,50,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 340.000.000
Casa,Casa en venta en Suba,3,4,160,Suba,Suba,$ 520.000.000
Apartamento,Apartamento en venta en Usaquén,3,2,67,Usaquén,Usaquén,$ 230.000.000
Casa,Casa en venta en Alhambra,4,3,307,Alhambra,La Alhambra,$ 980.000.000
Casa,Casa en venta en Usaquén,4,3,119,Usaquén,Usaquén,$ 630.000.000
Casa,Casa en venta en Suba,5,4,138,Suba,Suba,$ 341.550.000
Apartamento,Apartamento en venta en Ciudad Salitre,3,2,80,Ciudad Salitre,Ciudad Salitre Oriental,$ 502.000.000
Apartamento,Apartamento en venta en Fontibón,3,2,51,Fontibón,Fontibón,$ 160.000.000
Apartamento,Apartamento en venta en Fontibón,3,3,78,Fontibón,Fontibón,$ 399.000.000
Apartamento,Apartamento en venta en Modelia,3,2,70,Modelia,Fontibón,$ 445.900.000
Apartamento,Apartamento en venta en Suba,3,2,68,Suba,Suba,$ 419.990.000
Casa,Casa en venta en Usaquén,3,2,70,Usaquén,Usaquén,$ 281.900.000
Casa,Casa en venta en Usaquén,3,4,337,Usaquén,Usaquén,$ 2.000.000.000
Casa,Casa en venta en Santa Barbara,4,3,350,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 1.300.000.000
Apartamento,Apartamento en venta en Suba,3,2,80,Suba,Suba,$ 286.000.000
Casa,Casa en venta en Santa Barbara,10,4,348,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 1.550.000.000
Apartamento,Apartamento en venta en Suba,3,2,80,Suba,Suba,$ 286.000.000
Apartamento,Apartamento en venta en Suba,3,2,85,Suba,Suba,$ 420.000.000
Casa,Casa en venta en Usaquén,4,3,105,Usaquén,Usaquén,$ 375.000.000
Casa,Casa en venta en Quinta Camacho,5,5,480,Quinta Camacho,CHAPINERO: Chicó Lago + El Refugio,$ 2.500.000.000
Casa,Casa en venta en Chapinero,11,3,572,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 3.000.000.000
Casa,Casa en venta en Los Mártires,5,4,272,Los Mártires,La Sabana,$ 710.000.000
Apartamento,Apartamento en venta en Santa Fe,1,1,34,Santa Fe,SANTA FE: Las Nieves + Sagrado Corazón,$ 312.000.000
Apartamento,Apartamento en venta en El Salitre,3,2,60,El Salitre,ENGATIVÁ: Santa Cecilia + Jardín  Botánico,$ 207.400.000
Apartamento,Apartamento en venta en Chico Reservado,2,4,132,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 850.000.000
Apartamento,Apartamento en venta en Usaquén,4,4,190,Usaquén,Usaquén,$ 1.150.000.000
Apartamento,Apartamento en venta en Santa Barbara,3,4,212,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 1.590.000.000
Apartamento,Apartamento en venta en Suba,2,2,80,Suba,Suba,$ 530.000.000
Apartamento,Apartamento en venta en Niza,3,4,265,Niza,Niza,$ 1.750.000.000
Apartamento,Apartamento en venta en Cedritos,1,2,60,Cedritos,Usaquén,$ 385.000.000
Casa,Casa en venta en Suba,4,4,325,Suba,Suba,$ 1.200.000.000
Casa,Casa en venta en Usaquén,4,4,200,Usaquén,Usaquén,$ 1.080.000.000
Apartamento,Apartamento en venta en Suba,2,2,123,Suba,Suba,$ 560.000.000
Apartamento,Apartamento en venta en Cedritos,1,1,45,Cedritos,Usaquén,$ 330.000.000
Casa,Casa en venta en El Batán,4,4,250,El Batán,La Alhambra,$ 730.000.000
Apartamento,Apartamento en venta en Chico Reservado,2,3,115,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 760.000.000
Apartamento,Apartamento en venta en Chico Reservado,2,2,62,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 495.000.000
Apartamento,Apartamento en venta en Suba,3,3,107,Suba,Suba,$ 540.000.000
Apartamento,Apartamento en venta en Santa Barbara,2,3,99,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 540.000.000
Apartamento,Apartamento en venta en San Patricio,2,3,93,San Patricio,USAQUÉN: Country Club + Santa Bárbara,$ 695.000.000
Apartamento,Apartamento en venta en Los Rosales,3,5,248,Los Rosales,CHAPINERO: Chicó Lago + El Refugio,$ 3.961.962.000
Apartamento,Apartamento en venta en Los Rosales,3,4,240,Los Rosales,CHAPINERO: Chicó Lago + El Refugio,$ 2.317.500.000
Apartamento,Apartamento en venta en Las Nieves,2,3,98,Las Nieves,SANTA FE: Las Nieves + Sagrado Corazón,$ 1.000.000.000
Apartamento,Apartamento en venta en Cedritos,2,2,69,Cedritos,Usaquén,$ 390.000.000
Casa,Casa en venta en Suba,3,2,95,Suba,Suba,$ 295.000.000
Apartamento,Apartamento en venta en Los Rosales,3,4,240,Los Rosales,CHAPINERO: Chicó Lago + El Refugio,$ 2.317.500.000
Apartamento,Apartamento en venta en Las Nieves,2,3,98,Las Nieves,SANTA FE: Las Nieves + Sagrado Corazón,$ 1.000.000.000
Apartamento,Apartamento en venta en Los Rosales,3,5,248,Los Rosales,CHAPINERO: Chicó Lago + El Refugio,$ 3.961.962.000
Apartamento,Apartamento en venta en Chapinero,3,4,153,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 2.200.000.000
Casa,Casa en venta en Alhambra,3,4,300,Alhambra,La Alhambra,$ 950.000.000
Casa,Casa en venta en Barrios Unidos,5,3,192,Barrios Unidos,Los Andes,$ 600.000.000
Apartamento,Apartamento en venta en Usaquén,3,2,94,Usaquén,Usaquén,$ 495.000.000
Casa,Casa en venta en Kennedy,2,1,114,Kennedy,Kennedy Central,$ 340.000.000
Apartamento,Apartamento en venta en Usaquén,1,4,211,Usaquén,Usaquén,$ 1.300.000.000
Apartamento,Apartamento en venta en Usaquén,3,4,105,Usaquén,Usaquén,$ 756.000.000
Apartamento,Apartamento en venta en Santa Barbara,3,5,210,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 1.400.000.000
Casa,Casa en venta en Engativa,2,2,230,Engativa,Engativá,$ 850.000.000
Apartamento,Apartamento en venta en Nueva Zelandia,2,1,40,Nueva Zelandia,SUBA: La Academia + Guaymaral + San José de Bavaria,$ 223.000.000
Apartamento,Apartamento en venta en Usaquén,3,2,97,Usaquén,Usaquén,$ 460.000.000
Apartamento,Apartamento en venta en Cedritos,2,2,67,Cedritos,Usaquén,$ 435.000.000
Apartamento,Apartamento en venta en Chapinero Alto,1,2,51,Chapinero Alto,CHAPINERO: Pardo Rubio + Chapinero,$ 394.000.000
Apartamento,Apartamento en venta en Cedritos,3,2,86,Cedritos,Usaquén,$ 450.000.000
Apartamento,Apartamento en venta en Cedritos,3,3,162,Cedritos,Usaquén,$ 720.000.000
Apartamento,Apartamento en venta en Santa Barbara,4,3,193,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 890.000.000
Apartamento,Apartamento en venta en Santa Paula,2,3,85,Santa Paula,USAQUÉN: Country Club + Santa Bárbara,$ 518.990.000
Casa,Casa en venta en San Patricio,6,6,330,San Patricio,USAQUÉN: Country Club + Santa Bárbara,$ 1.900.000.000
Casa,Casa en venta en Suba,5,7,297,Suba,Suba,$ 780.000.000
Apartamento,Apartamento en venta en Cedritos,2,2,72,Cedritos,Usaquén,$ 460.000.000
Apartamento,Apartamento en venta en Usaquén,3,3,122,Usaquén,Usaquén,$ 590.000.000
Apartamento,Apartamento en venta en Cedritos,3,2,82,Cedritos,Usaquén,$ 470.000.000
Apartamento,Apartamento en venta en Cedritos,3,2,94,Cedritos,Usaquén,$ 550.000.000
Casa,Casa en venta en Teusaquillo,4,5,360,Teusaquillo,Teusaquillo,$ 899.800.000
Apartamento,Apartamento en venta en Chico Reservado,3,4,128,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 780.000.000
Apartamento,Apartamento en venta en Chico Reservado,3,3,138,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 785.000.000
Casa,Casa en venta en Suba,4,6,360,Suba,Suba,$ 2.499.900.000
Casa,Casa en venta en Usaquén,3,5,382,Usaquén,Usaquén,$ 1.800.000.000
Apartamento,Apartamento en venta en Puente Largo,3,3,131,Puente Largo,La Alhambra,$ 690.000.000
Apartamento,Apartamento en venta en Tintala,3,2,89,Tintala,Tintala,$ 388.900.000
Apartamento,Apartamento en venta en Los Rosales,3,4,163,Los Rosales,CHAPINERO: Chicó Lago + El Refugio,$ 1.550.000.000
Casa,Casa en venta en Usaquén,3,5,400,Usaquén,Usaquén,$ 1.850.000.000
Apartamento,Apartamento en venta en Nueva Autopista,2,2,88,Nueva Autopista,Los Cedros,$ 510.000.000
Casa,Casa en venta en El Batán,2,2,112,El Batán,La Alhambra,$ 526.000.000
Apartamento,Apartamento en venta en Usaquén,3,4,320,Usaquén,Usaquén,$ 2.200.000.000
Local,Local en venta en El Batán,6,7,340,El Batán,La Alhambra,$ 1.500.000.000
Apartamento,Apartamento en venta en Suba,3,2,56,Suba,Suba,$ 175.000.000
Apartamento,Apartamento en venta en Cedritos,3,2,109,Cedritos,Usaquén,$ 549.990.000
Apartamento,Apartamento en venta en Usaquén,3,3,70,Usaquén,Usaquén,$ 354.000.000
Casa,Casa en venta en Chapinero,3,2,228,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 2.500.000.000
Apartamento,Apartamento en venta en Usaquén,3,2,91,Usaquén,Usaquén,$ 520.000.000
Apartamento,Apartamento en venta en Nueva Autopista,3,3,128,Nueva Autopista,Los Cedros,$ 750.000.000
Casa,Casa en venta en Suba,4,3,250,Suba,Suba,$ 1.300.000.000
Apartamento,Apartamento en venta en Suba,3,2,103,Suba,Suba,$ 530.000.000
Apartamento,Apartamento en venta en Nueva Autopista,3,3,105,Nueva Autopista,Los Cedros,$ 630.000.000
Apartamento,Apartamento en venta en Chapinero,2,2,94,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 795.000.000
Apartamento,Apartamento en venta en Chico Reservado,3,2,208,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 1.700.000.000
Apartamento,Apartamento en venta en Cedritos,3,2,105,Cedritos,Usaquén,$ 529.000.000
Apartamento,Apartamento en venta en Usaquén,2,4,158,Usaquén,Usaquén,$ 850.000.000
Apartamento,Apartamento en venta en Usaquén,4,5,357,Usaquén,Usaquén,$ 2.550.000.000
Apartamento,Apartamento en venta en Cedritos,1,2,54,Cedritos,Usaquén,$ 350.000.000
Casa,Casa en venta en Modelia,4,2,210,Modelia,Fontibón,$ 795.000.000
Casa,Casa en venta en Nueva Autopista,5,4,416,Nueva Autopista,Los Cedros,$ 1.550.000.000
Apartamento,Apartamento en venta en Cedritos,3,2,89,Cedritos,Usaquén,$ 425.000.000
Casa,Casa en venta en Suba,4,3,110,Suba,Suba,$ 460.000.000
Apartamento,Apartamento en venta en Ciudad Bolívar,3,1,50,Ciudad Bolívar,CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo,$ 170.000.000
Apartamento,Apartamento en venta en Suba,2,2,50,Suba,Suba,$ 160.000.000
Casa,Casa en venta en Colina Campestre,4,3,243,Colina Campestre,Niza,$ 980.000.000
Casa,Casa en venta en Rafael Uribe Uribe,3,1,163,Rafael Uribe Uribe,Los Alcázares,$ 270.000.000
Apartamento,Apartamento en venta en Usaquén,2,4,104,Usaquén,Usaquén,$ 650.000.000
Apartamento,Apartamento en venta en Suba,2,2,59,Suba,Suba,$ 267.000.000
Apartamento,Apartamento en venta en Cedritos,2,2,97,Cedritos,Usaquén,$ 487.000.000
Apartamento,Apartamento en venta en Suba,1,1,57,Suba,Suba,$ 389.000.000
Apartamento,Apartamento en venta en Sotavento,2,2,65,Sotavento,CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo,$ 375.000.000
Apartamento,Apartamento en venta en Nueva Zelandia,3,2,120,Nueva Zelandia,SUBA: La Academia + Guaymaral + San José de Bavaria,$ 370.000.000
Apartamento,Apartamento en venta en Suba,3,2,90,Suba,Suba,$ 420.000.000
Apartamento,Apartamento en venta en Chapinero,3,4,198,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 1.490.000.000
Apartamento,Apartamento en venta en Fontibón,3,2,64,Fontibón,Fontibón,$ 245.000.000
Apartamento,Apartamento en venta en Nueva Autopista,3,3,120,Nueva Autopista,Los Cedros,$ 690.000.000
Apartamento,Apartamento en venta en Sotavento,3,3,80,Sotavento,CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo,$ 369.990.000
Apartamento,Apartamento en venta en Teusaquillo,2,2,57,Teusaquillo,Teusaquillo,$ 385.000.000
Apartamento,Apartamento en venta en Suba,3,2,103,Suba,Suba,$ 550.000.000
Apartamento,Apartamento en venta en Fontibón,3,3,78,Fontibón,Fontibón,$ 399.000.000
Apartamento,Apartamento en venta en Fontibón,3,2,51,Fontibón,Fontibón,$ 160.000.000
Apartamento,Apartamento en venta en Modelia,3,2,70,Modelia,Fontibón,$ 445.900.000
Apartamento,Apartamento en venta en Suba,3,2,68,Suba,Suba,$ 419.990.000
Casa,Casa en venta en Usaquén,3,2,70,Usaquén,Usaquén,$ 281.900.000
Casa,Casa en venta en Usaquén,3,4,337,Usaquén,Usaquén,$ 2.000.000.000
Casa,Casa en venta en Santa Barbara,4,3,350,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 1.300.000.000
Apartamento,Apartamento en venta en Suba,3,2,80,Suba,Suba,$ 286.000.000
Casa,Casa en venta en Usaquén,4,3,105,Usaquén,Usaquén,$ 375.000.000
Casa,Casa en venta en Chapinero,11,3,572,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 3.000.000.000
Casa,Casa en venta en Quinta Camacho,5,5,480,Quinta Camacho,CHAPINERO: Chicó Lago + El Refugio,$ 2.500.000.000
Casa,Casa en venta en Santa Barbara,10,4,348,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 1.550.000.000
Apartamento,Apartamento en venta en Suba,3,2,85,Suba,Suba,$ 420.000.000
Apartamento,Apartamento en venta en Suba,3,2,80,Suba,Suba,$ 286.000.000
Casa,Casa en venta en Suba,5,6,597,Suba,Suba,$ 3.690.000.000
Apartamento,Apartamento en venta en Suba,3,3,96,Suba,Suba,$ 500.000.000
Casa,Casa en venta en Usaquén,3,4,6364,Usaquén,Usaquén,$ 3.000.000.000
Apartamento,Apartamento en venta en Usaquén,2,4,170,Usaquén,Usaquén,$ 1.300.000.000
Apartamento,Apartamento en venta en Usaquén,3,2,170,Usaquén,Usaquén,$ 1.350.000.000
Casa,Casa en venta en Kennedy,3,3,120,Kennedy,Kennedy Central,$ 360.000.000
Local,Local en venta en Engativa,9,8,659,Engativa,Engativá,$ 1.200.000.000
Apartamento,Apartamento en venta en Suba,3,2,85,Suba,Suba,$ 420.000.000
Apartamento,Apartamento en venta en La Salle,2,2,100,La Salle,CHAPINERO: Pardo Rubio + Chapinero,$ 710.000.000
Apartamento,Apartamento en venta en Chapinero,2,3,102,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 854.000.000
Apartamento,Apartamento en venta en Los Rosales,5,5,350,Los Rosales,CHAPINERO: Chicó Lago + El Refugio,$ 2.400.000.000
Apartamento,Apartamento en venta en Puente Aranda,2,1,40,Puente Aranda,PUENTE ARANDA: Zona Industrial + Puente Aranda,$ 108.000.000
Apartamento,Apartamento en venta en Sotavento,3,2,93,Sotavento,CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo,$ 494.400.000
Apartamento,Apartamento en venta en Suba,2,1,49,Suba,Suba,$ 174.000.000
Apartamento,Apartamento en venta en Suba,3,2,90,Suba,Suba,$ 340.000.000
Apartamento,Apartamento en venta en Hayuelos,3,2,59,Hayuelos,Modelia,$ 324.000.000
Casa,Casa en venta en Suba,6,7,506,Suba,Suba,$ 2.200.000.000
Apartamento,Apartamento en venta en Los Rosales,3,5,340,Los Rosales,CHAPINERO: Chicó Lago + El Refugio,$ 3.550.000.000
Casa,Casa en venta en Usaquén,3,2,72,Usaquén,Usaquén,$ 400.000.000
Apartamento,Apartamento en venta en Los Rosales,4,3,275,Los Rosales,CHAPINERO: Chicó Lago + El Refugio,$ 1.793.000.000
Apartamento,Apartamento en venta en Usaquén,3,4,182,Usaquén,Usaquén,$ 1.650.000.000
Apartamento,Apartamento en venta en Suba,3,2,67,Suba,Suba,$ 317.000.000
Apartamento,Apartamento en venta en Chapinero,1,2,70,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 450.000.000
Apartamento,Apartamento en venta en Santa Barbara,3,3,181,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 1.500.000.000
Apartamento,Apartamento en venta en Gran Granada,3,2,45,Gran Granada,Garcés Navas,$ 180.000.000
Apartamento,Apartamento en venta en Usaquén,3,3,103,Usaquén,Usaquén,$ 550.000.000
Apartamento,Apartamento en venta en El Batán,3,4,122,El Batán,La Alhambra,$ 698.000.000
Apartamento,Apartamento en venta en Santa Barbara,2,3,108,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 1.200.000.000
Apartamento,Apartamento en venta en Usaquén,2,3,115,Usaquén,Usaquén,$ 515.000.000
Apartamento,Apartamento en venta en Nueva Autopista,2,2,69,Nueva Autopista,Los Cedros,$ 390.000.000
Apartamento,Apartamento en venta en Santa Barbara,2,3,76,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 495.000.000
Apartamento,Apartamento en venta en La Salle,1,1,62,La Salle,CHAPINERO: Pardo Rubio + Chapinero,$ 390.000.000
Apartamento,Apartamento en venta en Cedritos,3,3,110,Cedritos,Usaquén,$ 590.000.000
Apartamento,Apartamento en venta en Chico Reservado,3,3,110,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 985.000.000
Apartamento,Apartamento en venta en Usaquén,3,3,108,Usaquén,Usaquén,$ 540.000.000
Apartamento,Apartamento en venta en Suba,2,1,46,Suba,Suba,$ 210.000.000
Apartamento,Apartamento en venta en Suba,3,2,63,Suba,Suba,$ 290.500.000
Local,Local en venta en Teusaquillo,10,6,286,Teusaquillo,Teusaquillo,$ 2.050.000.000
Apartamento,Apartamento en venta en Suba,3,2,63,Suba,Suba,$ 290.500.000
Apartamento,Apartamento en venta en Chapinero,3,5,219,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 1.200.000.000
Apartamento,Apartamento en venta en Chapinero,2,2,73,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 483.000.000
Apartamento,Apartamento en venta en Suba,3,5,180,Suba,Suba,$ 1.800.000.000
Apartamento,Apartamento en venta en Chapinero,3,5,267,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 2.900.000.000
Casa,Casa en venta en Suba,4,4,167,Suba,Suba,$ 950.000.000
Apartamento,Apartamento en venta en Sotavento,3,2,93,Sotavento,CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo,$ 495.000.000
Apartamento,Apartamento en venta en Chapinero,1,2,52,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 400.000.000
Apartamento,Apartamento en venta en Suba,3,2,75,Suba,Suba,$ 315.000.000
Apartamento,Apartamento en venta en Suba,2,2,74,Suba,Suba,$ 405.000.000
Apartamento,Apartamento en venta en Santa Fe,2,2,63,Santa Fe,SANTA FE: Las Nieves + Sagrado Corazón,$ 430.000.000
Casa,Casa en venta en Suba,5,7,494,Suba,Suba,$ 1.949.900.000
Casa,Casa en venta en Usaquén,4,4,231,Usaquén,Usaquén,$ 1.500.000.000
Apartamento,Apartamento en venta en Suba,2,2,65,Suba,Suba,$ 459.100.000
Local,Local en venta en La Candelaria,10,5,550,La Candelaria,La Candelaria,$ 2.500.000.000
Apartamento,Apartamento en venta en Cedritos,2,2,72,Cedritos,Usaquén,$ 359.000.000
Apartamento,Apartamento en venta en Cedritos,2,2,75,Cedritos,Usaquén,$ 510.000.000
Casa,Casa en venta en Suba,4,4,168,Suba,Suba,$ 2.100.000.000
Apartamento,Apartamento en venta en Usaquén,3,3,79,Usaquén,Usaquén,$ 320.000.000
Apartamento,Apartamento en venta en El Refugio,2,3,261,El Refugio,CHAPINERO: Chicó Lago + El Refugio,$ 2.000.000.000
Apartamento,Apartamento en venta en Cedritos,3,3,136,Cedritos,Usaquén,$ 780.000.000
Apartamento,Apartamento en venta en Usaquén,6,5,488,Usaquén,Usaquén,$ 2.500.000.000
Casa,Casa en venta en Suba,4,1,72,Suba,Suba,$ 580.000.000
Apartamento,Apartamento en venta en Madelena,2,2,48,Madelena,Arborizadora,$ 203.000.000
Apartamento,Apartamento en venta en Usaquén,2,3,121,Usaquén,Usaquén,$ 740.000.000
Apartamento,Apartamento en venta en Usaquén,3,2,91,Usaquén,Usaquén,$ 520.000.000
Apartamento,Apartamento en venta en Suba,3,3,131,Suba,Suba,$ 1.400.000.000
Apartamento,Apartamento en venta en Los Rosales,3,3,178,Los Rosales,CHAPINERO: Chicó Lago + El Refugio,$ 1.250.000.000
Casa,Casa en venta en Chapinero,3,3,341,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 3.000.000.000
Casa,Casa en venta en Chico Reservado,3,4,297,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 1.690.000.000
Apartamento,Apartamento en venta en Usaquén,3,2,94,Usaquén,Usaquén,$ 456.000.000
Casa,Casa en venta en Chapinero,3,2,228,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 2.500.000.000
Apartamento,Apartamento en venta en Cedritos,3,2,109,Cedritos,Usaquén,$ 549.990.000
Apartamento,Apartamento en venta en Tintala,3,2,89,Tintala,Tintala,$ 388.900.000
Apartamento,Apartamento en venta en Usaquén,3,4,320,Usaquén,Usaquén,$ 2.200.000.000
Apartamento,Apartamento en venta en Chico Reservado,4,5,460,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 3.800.000.000
Apartamento,Apartamento en venta en Mazuren,3,2,76,Mazuren,El Prado,$ 375.000.000
Apartamento,Apartamento en venta en Chico Reservado,3,4,308,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 4.620.000.000
Casa,Casa en venta en Suba,4,6,360,Suba,Suba,$ 2.499.900.000
Casa,Casa en venta en El Batán,3,4,288,El Batán,La Alhambra,$ 870.000.000
Casa,Casa en venta en Ciudad Bolívar,5,2,247,Ciudad Bolívar,CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo,$ 720.000.000
Casa,Casa en venta en Usaquén,3,5,400,Usaquén,Usaquén,$ 1.850.000.000
Apartamento,Apartamento en venta en El Batán,2,2,94,El Batán,La Alhambra,$ 440.000.000
Apartamento,Apartamento en venta en Usaquén,3,3,70,Usaquén,Usaquén,$ 354.000.000
Apartamento,Apartamento en venta en Los Rosales,3,4,163,Los Rosales,CHAPINERO: Chicó Lago + El Refugio,$ 1.550.000.000
